CustomerID,FirstName,LastName,Email,Phone,CompanyName,LeadStatus,SalesRep,LastContactDate,Account Number,Sales Region / Territory,Channel
CUST03982,,Doe,john#doe.com,###INVALID###,"James, Ross and French 有限会社",,,,ACCT003982,MEA-Gulf,Partner
CUST03983,,,emma.nilsson@example.com,###INVALID###,Herrera LLC Corp.,Qualified,,,ACCT003983,LATAM-Andean,
CUST03984,,,,,"Miller, Hansen and Lane & Co.",Qualified,,###INVALID###,ACCT003984,US-Midwest,Partner
CUST03985,Wei,,,,"Wilson, Lowe and Jones 技术有限公司",Lost,Karen Jones,,ACCT003985,Global-Strategic,Partner
CUST03986,Lars,Hansen,,,Wong-Garner & Co.,Converted,,,NULL,US-West,Online
CUST03987,,Doe,###INVALID###,,Rhodes-Mccoy 株式会社,Qualified,,2020 October 26,ACCT003987,,
CUST03988,Wei,###INVALID###,,no phone,"Anderson, Roy and Reynolds & Co.",Contacted,Sandy Elliott,###INVALID###,ACCT003988,EMEA-North,Partner
CUST03989,Marie-Jo,,,,,,,12-05-2025,ACCT003989,US-West,Online
CUST03990,,Dubois,,,"Watson, Beck and Garcia 有限会社",Converted,,15-06-2024,ACCT003990,###INVALID###,Partner
CUST03991,,Lopez,,,,,,02-06-2021,ACCT003991,APAC-North,
CUST03992,Yuki,Tanaka,yuki@,N-A,N-A,,Tammy Hudson,03-06-2020,ACCT003992,US-East,
CUST03993,Wei,Zhang,wei.zhang@hotmail.com,###INVALID###,Payne and Sons 技术有限公司,###INVALID###,Sheila Howe,15-01-2021,ACCT003993,,
CUST03994,###INVALID###,Nilsson,,-,,Contacted,,25-09-2021,ACCT003994,US-West,Online
CUST03995,,Li,###INVALID###,N-A,Hernandez LLC 株式会社,Converted,Phillip Webb,"January 22, 2024",ACCT003995,Canada-East,Partner
CUST03996,,,,,Swanson-Carr & Co.,Lost,Martin Mckay,16-Jan-24,,LATAM-Andean,
CUST03997,Lars,Hansen,,,N-A,Converted,Zachary Hamilton,24-Oct-20,ACCT003997,US-West,Other
CUST03998,Yuki,Tanaka,,001-825-428-7360,,Qualified,Sydney Carter,12-04-2021,ACCT003998,US-West,Online
CUST03999,,,chun@domain.fake,no phone,Robles Inc & Co.,,John Smith,2023 November 09,ACCT003999,Global-Strategic,Direct
CUST04000,###INVALID###,Tanaka,yuki#tanaka.com,-,"Bauer, Torres and Fleming 技术有限公司",Qualified,Tammy Hudson,NULL,ACCT004000,LATAM-Brazil,Online
CUST04001,,Tanaka,yuki.tanaka@example.com,,Perez-Olson 技术有限公司,,John Smith,20-04-2021,ACCT004001,N-A,
CUST04002,Emma,,emma#nilsson.com,###INVALID###,"Hernandez, May and King & Co.",,,24-07-2023,ACCT004002,EMEA-South,Partner
CUST04003,Marie-Jo,Dubois,,###INVALID###,Johnson Inc 有限会社,Lost,Phillip Webb,,ACCT004003,LATAM-Brazil,Online
CUST04004,James,###INVALID###,,,Wilson and Sons & Co.,,Sandy Elliott,17-05-2022,ACCT004004,EMEA-North,
CUST04005,,Nilsson,emma#nilsson.com,,,Converted,Karen Jones,2023 July 18,ACCT004005,US-West,Partner
CUST04006,,Hansen,lars#hansen.com,,Johnson-Kidd & Co.,,,29-Nov-21,ACCT004006,MEA-Gulf,
CUST04007,Yuki,Tanaka,yuki.tanaka@hotmail.com,,,Lost,###INVALID###,05-11-2024,ACCT004007,,Direct
CUST04008,Satoshi,Yamamoto,satoshi_yamamoto@yahoo.com,,"Perez, Ramos and Holloway 有限会社",Converted,Stephanie Rogers,###INVALID###,ACCT004008,APAC-North,Partner
CUST04009,,Dubois,marie-jo.dubois@example.com,no phone,"Wright, Henson and Thompson 株式会社",New,Tammy Hudson,07-Jan-23,ACCT004009,EMEA-North,Online
CUST04010,Yuki,###INVALID###,,,,New,,2024 October 23,ACCT004010,US-East,Partner
CUST04011,,Nilsson,,,"Campbell, Robles and Morgan 技术有限公司",,,,ACCT004011,,
CUST04012,Chun,Li,,,Davis-Green 有限会社,Qualified,Sheila Howe,,,,Other
CUST04013,,,,,,Converted,Phillip Webb,2024 February 23,ACCT004013,MEA-Gulf,Online
CUST04014,,Dubois,marie-jo.dubois@gmail.com,,"Gallagher, Maldonado and Saunders & Co.",Lost,,,ACCT004014,US-East,Other
CUST04015,John,Doe,john_doe@yahoo.com,,,Qualified,,,ACCT004015,APAC-Southeast,Online
CUST04016,,Yamamoto,,,,,Phillip Webb,NULL,ACCT004016,,Direct
CUST04017,,Nilsson,,,,Contacted,Jennifer Richardson,,,Canada-East,
CUST04018,,Zhang,,-,Adams-Blair 技术有限公司,,Emily Sherman,,ACCT004018,,Online
CUST04019,,Nilsson,emma.nilsson@example.com,no phone,,Contacted,###INVALID###,2023 June 03,,Canada-West,
CUST04020,John,###INVALID###,NULL,N-A,"Kelly, Perez and Ferguson 株式会社",Qualified,Zachary Hamilton,2021 June 02,ACCT004020,US-East,Partner
CUST04021,Marie-Jo,,,N-A,Doyle Inc 技术有限公司,Lost,John Smith,,ACCT004021,EMEA-South,Partner
CUST04022,Marie-Jo,###INVALID###,,,Young LLC 株式会社,Contacted,,21-Feb-22,ACCT004022,Canada-East,Direct
CUST04023,Ana,Lopez,ana.lopez@gmail.com,N-A,,Converted,Sharon Young,"November 26, 2021",ACCT004023,Canada-East,Other
CUST04024,,Li,chun.li@hotmail.com,,Gregory-Santiago ™,Converted,Tammy Hudson,25-01-2025,,LATAM-Andean,Partner
CUST04025,N-A,,e.nilsson@gmail.com,###INVALID###,Anderson Ltd Corp.,Converted,,01-08-2024,ACCT004025,APAC-Southeast,Direct
CUST04026,Marie-Jo,Dubois,,,,Lost,Alexis Hayes,15-02-2024,ACCT004026,APAC-Southeast,Direct
CUST04027,Lars,Hansen,,N-A,Richardson-Lewis Corp.,Lost,Dr. Joseph Nguyen,23-08-2021,ACCT004027,,Other
CUST04028,,,chun.li@gmail.com,,Turner-Cole 株式会社,,,"April 13, 2024",ACCT004028,Global-Strategic,Other
CUST04029,John,Doe,john_doe@yahoo.com,,"Christensen, Williams and Montoya 有限会社",Contacted,,"April 16, 2024",ACCT004029,Global-Strategic,Online
CUST04030,Satoshi,Yamamoto,,no phone,Vasquez PLC 技术有限公司,Contacted,Phillip Webb,,ACCT004030,Canada-East,Online
CUST04031,,,,,Frazier Group ™,Converted,Martin Mckay,26-Jan-24,,,Direct
CUST04032,,Smith,james.smith@example.com,,,New,,22-11-2023,ACCT004032,US-West,
CUST04033,,Doe,,,"Murray, Smith and Koch Corp.",Qualified,,12-12-2020,,EMEA-South,NULL
CUST04034,Satoshi,Yamamoto,satoshi#yamamoto.com,N-A,Pearson-Kent 株式会社,Qualified,Shelly Durham,27-Aug-24,,APAC-North,###INVALID###
CUST04035,Ana,,,no phone,,Converted,Sharon Young,11-12-2020,ACCT004035,Canada-East,Direct
CUST04036,,,lars.hansen@gmail.com,,Crosby-Frey ™,,Shelly Durham,,ACCT004036,Canada-West,Direct
CUST04037,Ana,Lopez,ana.lopez@gmail.com,626.587.9952,Alvarez LLC Corp.,New,Sandy Elliott,16-01-2021,,,Direct
CUST04038,,Yamamoto,s.yamamoto@gmail.com,,N-A,Lost,Sydney Carter,07-08-2020,ACCT004038,,Other
CUST04039,,,satoshi.yamamoto@example.com,,Monroe Ltd 技术有限公司,Qualified,Alexis Hayes,,ACCT004039,LATAM-Brazil,Partner
CUST04040,Yuki,Tanaka,,,###INVALID###,Contacted,,2020 October 29,ACCT004040,EMEA-South,Direct
CUST04041,Chun,Li,chun.li@gmail.com,,"Jimenez, Wallace and Smith & Co.",New,Dr. Joseph Nguyen,,ACCT004041,US-West,Partner
CUST04042,,Smith,j.smith@gmail.com,,Gibson-Salinas 技术有限公司,,Bobby Williams DDS,07-Nov-23,ACCT004042,Global-Strategic,Partner
CUST04043,,Smith,james.smith@gmail.com,no phone,Mccoy-Ward ™,,Sandy Elliott,"July 08, 2020",ACCT004043,APAC-Southeast,Other
CUST04044,,,lars.hansen@hotmail.com,N-A,Martinez-Mitchell ™,Converted,Sheila Howe,###INVALID###,ACCT004044,LATAM-Andean,Partner
CUST04045,Marie-Jo,Dubois,marie-jo.dubois@example.com,,Walker PLC 有限会社,Contacted,,10-08-2021,,US-East,Direct
CUST04046,Satoshi,Yamamoto,,,,Qualified,,2022 July 26,ACCT004046,,Online
CUST04047,,Nilsson,emma.nilsson@gmail.com,,"Mcgee, Key and Shepherd 有限会社",Converted,Sheila Howe,07-Sep-21,,LATAM-Brazil,Partner
CUST04048,Emma,,,,Campbell Inc & Co.,,,,ACCT004048,,Other
CUST04049,Ana,,,,N-A,Qualified,N-A,18-03-2021,ACCT004049,APAC-Southeast,Direct
CUST04050,John,Doe,john.doe@gmail.com,no phone,"Turner, Jones and Green 株式会社",Lost,Emily Sherman,23-11-2022,ACCT004050,LATAM-Andean,Direct
CUST04051,,,marie-jo#dubois.com,,Price and Sons 有限会社,,,08-05-2021,ACCT004051,US-East,
CUST04052,,Smith,james@domain.fake,,Wise-Contreras 技术有限公司,Qualified,Zachary Hamilton,,,MEA-Gulf,Partner
CUST04053,,,john#doe.com,001-598-533-8594x26107,Reyes-Washington ™,Converted,Karen Jones,18-08-2024,ACCT004053,N-A,Partner
CUST04054,,,,N-A,Walsh PLC 株式会社,New,,10-04-2023,,,Online
CUST04055,John,Doe,,,,,,NULL,ACCT004055,APAC-Southeast,Partner
CUST04056,,,emma@domain.fake,,,Qualified,Phillip Webb,,,,
CUST04057,Wei,Zhang,,N-A,Cobb Inc 株式会社,New,Jennifer Richardson,,ACCT004057,APAC-Southeast,
CUST04058,Lars,Hansen,lars@,,Lewis PLC Corp.,,Alexis Hayes,29-09-2024,,MEA-Gulf,
CUST04059,,Tanaka,,,"Carrillo, Johnson and Wise 技术有限公司",New,Sharon Young,21-07-2020,,LATAM-Andean,Online
CUST04060,Ana,Lopez,,N-A,,Contacted,,27-12-2022,ACCT004060,,
CUST04061,,,,###INVALID###,,,###INVALID###,,###INVALID###,US-East,Direct
CUST04062,,,lars_hansen@yahoo.com,,Flores Ltd 技术有限公司,,Emily Sherman,01-07-2022,,US-West,Online
CUST04063,,Nilsson,,,,New,Phillip Webb,###INVALID###,ACCT004063,,
CUST04064,John,Doe,john@domain.fake,,"Gonzales, Stewart and Howard Corp.",empty,###INVALID###,"August 13, 2021",ACCT004064,LATAM-Andean,
CUST04065,Marie-Jo,,marie-jo@domain.fake,(842)827-0656x41874,Martinez-Lozano & Co.,,Bobby Williams DDS,"October 26, 2020",ACCT004065,US-Midwest,###INVALID###
CUST04066,,,,,Raymond LLC & Co.,New,William Edwards,30-Aug-21,ACCT004066,APAC-Southeast,Partner
CUST04067,,,c.li@gmail.com,###INVALID###,Christensen-Zimmerman 技术有限公司,,Karen Jones,"May 31, 2022",ACCT004067,MEA-Gulf,NULL
CUST04068,Lars,Hansen,,N-A,Payne PLC & Co.,,Patricia Roberts,13-Jul-23,ACCT004068,EMEA-North,Direct
CUST04069,Yuki,,yuki@domain.fake,848-627-7425,###INVALID###,Converted,,2021 December 14,ACCT004069,US-West,Direct
CUST04070,Lars,Hansen,,260-036-1014,"Rogers, Graham and Dennis & Co.",,,26-04-2022,ACCT004070,US-West,Direct
CUST04071,,,satoshi#yamamoto.com,,"Robinson, Reynolds and Mendez & Co.",Converted,Sheila Howe,11-Feb-23,,US-Midwest,###INVALID###
CUST04072,,,NULL,,Berger Inc Corp.,,###INVALID###,01-Mar-23,,MEA-Gulf,###INVALID###
CUST04073,,Yamamoto,s.yamamoto@gmail.com,,,,Karen Jones,,ACCT004073,EMEA-North,Online
CUST04074,Chun,Li,NULL,,,Qualified,Jennifer Richardson,10-11-2022,ACCT004074,Global-Strategic,Online
CUST04075,Chun,,chun#li.com,,Reeves PLC 技术有限公司,,Alexis Hayes,,,US-East,Direct
CUST04076,,Smith,,001-172-855-5417x0305,Grant-Padilla 株式会社,Qualified,Martin Mckay,###INVALID###,ACCT004076,EMEA-South,
CUST04077,,Smith,,,Valencia-Gaines 株式会社,New,,,ACCT004077,,
CUST04078,Ana,,,,,Contacted,Zachary Hamilton,,ACCT004078,Global-Strategic,Online
CUST04079,,Lopez,,,Valdez-Spence & Co.,Converted,###INVALID###,,ACCT004079,APAC-Southeast,Direct
CUST04080,Chun,Li,###INVALID###,no phone,,Qualified,Stephanie Rogers,02-06-2024,,MEA-Gulf,Direct
CUST04081,,Tanaka,yuki.tanaka@hotmail.com,,,Qualified,Martin Mckay,,ACCT004081,LATAM-Andean,
CUST04082,James,Smith,###INVALID###,,Carroll-Miller Corp.,Lost,,30-11-2024,ACCT004082,Canada-West,Partner
CUST04083,Wei,Zhang,wei#zhang.com,,,,N-A,"November 28, 2023",ACCT004083,Global-Strategic,Direct
CUST04084,,,satoshi.yamamoto@hotmail.com,-,,,,"September 03, 2021",ACCT004084,###INVALID###,Direct
CUST04085,Marie-Jo,Dubois,,,###INVALID###,,Bobby Williams DDS,,ACCT004085,Canada-East,
CUST04086,Ana,Lopez,,,,,Tammy Hudson,07-Oct-20,ACCT004086,US-East,Direct
CUST04087,Ana,,,001-734-653-9430x900,Pitts Group ™,,,24-Feb-23,ACCT004087,APAC-Southeast,Partner
CUST04088,,Dubois,marie-jo_dubois@yahoo.com,-,Campos PLC Corp.,Converted,Sharon Young,06-Nov-23,ACCT004088,LATAM-Brazil,
CUST04089,James,Smith,james_smith@yahoo.com,,Allen Ltd ™,Lost,Patricia Roberts,25-10-2020,ACCT004089,APAC-Southeast,Partner
CUST04090,,,,(687)685-7348x7471,,,Vanessa Cunningham,,ACCT004090,###INVALID###,Direct
CUST04091,Yuki,Tanaka,,,,Converted,Jennifer Richardson,"October 15, 2023",,,Direct
CUST04092,James,Smith,james.smith@example.com,,Baxter LLC & Co.,,Patricia Roberts,###INVALID###,ACCT004092,Canada-East,
CUST04093,Chun,Li,chun@,,Wolf-Nelson & Co.,Lost,Sheila Howe,30-07-2022,ACCT004093,LATAM-Andean,Other
CUST04094,,Tanaka,,,Everett PLC 技术有限公司,Qualified,,,,APAC-North,Direct
CUST04095,Lars,Hansen,,no phone,Harrison LLC 株式会社,,,28-11-2023,ACCT004095,Canada-West,Online
CUST04096,John,,,,"Smith, Brown and Cruz & Co.",Converted,Sheila Howe,,ACCT004096,LATAM-Andean,
CUST04097,,Zhang,,,Ballard-Shaffer 有限会社,,Shelly Durham,"July 09, 2020",ACCT004097,EMEA-South,Online
CUST04098,Chun,Li,,,,,,21-Oct-24,,,Direct
CUST04099,Ana,Lopez,,N-A,,###INVALID###,Zachary Hamilton,16-Jan-23,ACCT004099,US-West,NULL
CUST04100,,,NULL,N-A,,Contacted,Martin Mckay,2023 December 06,ACCT004100,US-East,Direct
CUST04101,Ana,Lopez,ana#lopez.com,,,###INVALID###,Jennifer Richardson,08-Jul-24,ACCT004101,LATAM-Andean,
CUST04102,,Nilsson,emma.nilsson@example.com,,"Montgomery, Moore and Anderson Corp.",,N-A,,ACCT004102,APAC-North,
CUST04103,,,satoshi#yamamoto.com,,Young LLC & Co.,###INVALID###,Jennifer Richardson,24-12-2022,ACCT004103,,
CUST04104,Chun,,,,Booker-Moon 有限会社,,,17-12-2022,ACCT004104,N-A,Other
CUST04105,Ana,,,,"Lopez, Johnson and Rogers 技术有限公司",New,,27-03-2023,,MEA-Gulf,Direct
CUST04106,,Yamamoto,,-,,Converted,,2020 December 31,ACCT004106,Canada-West,
CUST04107,Wei,Zhang,wei@domain.fake,,"Watson, Young and Morris & Co.",Lost,William Edwards,###INVALID###,ACCT004107,US-Midwest,Partner
CUST04108,John,Doe,john#doe.com,N-A,Horn-Thomas 有限会社,,Zachary Hamilton,27-01-2023,ACCT004108,LATAM-Brazil,Partner
CUST04109,Chun,,chun.li@gmail.com,,,Contacted,Phillip Webb,,ACCT004109,MEA-Gulf,Online
CUST04110,Wei,Zhang,wei.zhang@example.com,,"Evans, Lawrence and Morrison 有限会社",,Martin Mckay,30-Jul-22,ACCT004110,US-Midwest,
CUST04111,Ana,Lopez,,,Johnston Ltd Corp.,,,15-08-2022,ACCT004111,APAC-North,Partner
CUST04112,Marie-Jo,Dubois,,N-A,"Smith, Peters and Mckinney 技术有限公司",Contacted,Alexis Hayes,17-08-2022,,LATAM-Brazil,
CUST04113,,,lars.hansen@gmail.com,,,New,Stephanie Rogers,02-Mar-24,,EMEA-South,Partner
CUST04114,Ana,Lopez,,,,,N-A,,ACCT004114,,Online
CUST04115,,,james#smith.com,-,###INVALID###,,Stephanie Rogers,NULL,###INVALID###,LATAM-Brazil,Online
CUST04116,Lars,Hansen,lars.hansen@gmail.com,6437125440,Smith-Collier Corp.,Converted,Vanessa Cunningham,,ACCT004116,Global-Strategic,Direct
CUST04117,Marie-Jo,Dubois,,-,###INVALID###,New,,27-07-2023,,LATAM-Andean,
CUST04118,###INVALID###,Li,chun@domain.fake,-,"Ewing, Delacruz and Davis Corp.",,,08-Feb-23,ACCT004118,US-West,Direct
CUST04119,Yuki,Tanaka,y.tanaka@gmail.com,,"Cooley, Hunter and Torres 株式会社",,Patricia Roberts,,ACCT004119,Global-Strategic,NULL
CUST04120,James,Smith,,,Davies-Russell & Co.,Qualified,Alexis Hayes,12-May-23,,APAC-Southeast,Direct
CUST04121,,,,N-A,###INVALID###,Converted,Alexis Hayes,###INVALID###,ACCT004121,US-East,
CUST04122,Emma,Nilsson,emma.nilsson@gmail.com,,Gonzales-Garcia 有限会社,Qualified,Sheila Howe,11-May-22,ACCT004122,,Direct
CUST04123,Emma,###INVALID###,,N-A,Parker and Sons 有限会社,Qualified,,19-Jul-22,ACCT004123,Canada-West,Direct
CUST04124,,Dubois,,N-A,Miller LLC Corp.,,Vanessa Cunningham,10-01-2021,,APAC-North,Partner
CUST04125,Lars,Hansen,,,"Randall, Oliver and Nelson 技术有限公司",,Martin Mckay,20-12-2022,ACCT004125,MEA-Gulf,Direct
CUST04126,,Yamamoto,satoshi.yamamoto@hotmail.com,,Stephens Ltd Corp.,,,19-02-2021,ACCT004126,APAC-Southeast,Direct
CUST04127,James,,###INVALID###,-,Luna-Morales 技术有限公司,Converted,,18-01-2024,,,Direct
CUST04128,,,,616-997-0447,,,,,,LATAM-Andean,Direct
CUST04129,Chun,,chun.li@hotmail.com,,,,Phillip Webb,2024 July 27,ACCT004129,Canada-East,
CUST04130,,,,,"Mcpherson, Lopez and Smith 技术有限公司",Qualified,Sheila Howe,2023 January 01,ACCT004130,LATAM-Brazil,Direct
CUST04131,###INVALID###,Lopez,###INVALID###,,Bishop LLC 有限会社,Contacted,,09-11-2022,ACCT004131,Canada-East,Online
CUST04132,Chun,Li,chun.li@hotmail.com,,,Qualified,Sheila Howe,,ACCT004132,,
CUST04133,Emma,,,+1-051-657-3381x30583,Sanchez Ltd Corp.,,,"August 27, 2023",ACCT004133,EMEA-South,Online
CUST04134,James,Smith,james.smith@gmail.com,,,Lost,N-A,11-05-2024,ACCT004134,,Online
CUST04135,Ana,N-A,ana.lopez@example.com,,"Page, Lee and Wilkinson 有限会社",Lost,,,,Canada-East,
CUST04136,,,,N-A,"Ellis, Orr and Walker 株式会社",,,,,N-A,Partner
CUST04137,Chun,,c.li@gmail.com,,,Qualified,Shelly Durham,,ACCT004137,APAC-Southeast,Direct
CUST04138,###INVALID###,Yamamoto,satoshi.yamamoto@gmail.com,-,"Sanders, Jenkins and Gomez 有限会社",,Karen Jones,08-05-2025,ACCT004138,,Partner
CUST04139,,,,,"Russo, Reed and Taylor 技术有限公司",Contacted,Sharon Young,14-Dec-23,ACCT004139,LATAM-Brazil,Direct
CUST04140,###INVALID###,,emma.nilsson@hotmail.com,+1-517-685-4390x221,,,Bobby Williams DDS,13-May-21,,,
CUST04141,Marie-Jo,Dubois,marie-jo_dubois@yahoo.com,N-A,,,Jennifer Richardson,,,,Partner
CUST04142,,Yamamoto,satoshi.yamamoto@gmail.com,N-A,"Pierce, Trujillo and Miller ™",,,25-03-2022,ACCT004142,US-Midwest,Partner
CUST04143,,,,N-A,Smith-Nelson 技术有限公司,Converted,Tammy Hudson,,,EMEA-North,Online
CUST04144,,Yamamoto,satoshi_yamamoto@yahoo.com,no phone,,Qualified,Stephanie Rogers,16-Aug-22,ACCT004144,,Direct
CUST04145,,Nilsson,,,,Contacted,,06-Oct-24,ACCT004145,Canada-West,
CUST04146,,Lopez,,(569)398-8246,,New,Phillip Webb,,ACCT004146,LATAM-Andean,
CUST04147,Ana,Lopez,ana@,###INVALID###,"Alexander, Scott and Smith 有限会社",,,,ACCT004147,LATAM-Andean,Direct
CUST04148,###INVALID###,,yuki_tanaka@yahoo.com,###INVALID###,Gates and Sons 技术有限公司,New,Patricia Roberts,,ACCT004148,EMEA-North,Direct
CUST04149,Ana,Lopez,,N-A,,Converted,Emily Sherman,09-Nov-22,,EMEA-South,
CUST04150,,Nilsson,emma.nilsson@hotmail.com,-,N-A,New,,17-05-2023,ACCT004150,LATAM-Andean,
CUST04151,,,,,Ortiz Inc ™,Qualified,,10-05-2024,ACCT004151,US-West,
CUST04152,,Smith,,,,Qualified,Tammy Hudson,16-11-2024,ACCT004152,,
CUST04153,Satoshi,Yamamoto,,941-754-6474,,Qualified,Stephanie Rogers,20-06-2024,,EMEA-North,NULL
CUST04154,,Lopez,,,Bennett Inc 技术有限公司,,William Edwards,26-Jul-22,ACCT004154,LATAM-Andean,Online
CUST04155,Marie-Jo,Dubois,marie-jo@domain.fake,,Peterson Inc Corp.,,Patricia Roberts,###INVALID###,ACCT004155,,Direct
CUST04156,Satoshi,,satoshi@domain.fake,###INVALID###,,Converted,Alexis Hayes,28-10-2021,ACCT004156,N-A,
CUST04157,,Yamamoto,,827-739-3251,"Hatfield, Pitts and Torres Corp.",Lost,Sydney Carter,,,,
CUST04158,,Zhang,,,,Contacted,,,ACCT004158,LATAM-Andean,Partner
CUST04159,,,,,"Rivas, Mcknight and Richardson Corp.",New,,06-Jul-24,ACCT004159,MEA-Gulf,Direct
CUST04160,Emma,Nilsson,,001-292-214-7246x1990,,Converted,,20-04-2024,,LATAM-Brazil,Direct
CUST04161,,Tanaka,yuki@domain.fake,,"Parsons, Wood and Smith 有限会社",Qualified,Emily Sherman,NULL,ACCT004161,LATAM-Brazil,Partner
CUST04162,John,,john@domain.fake,,"Hill, Freeman and Estes 技术有限公司",,Sheila Howe,,,US-East,Direct
CUST04163,,,john#doe.com,###INVALID###,Flores LLC 技术有限公司,Converted,Tammy Hudson,04-04-2021,ACCT004163,###INVALID###,###INVALID###
CUST04164,,Lopez,,,Adams PLC & Co.,Contacted,Sheila Howe,,ACCT004164,Canada-West,Online
CUST04165,John,,john@domain.fake,,Soto-Chapman 有限会社,Contacted,John Smith,04-11-2024,ACCT004165,EMEA-North,Other
CUST04166,Marie-Jo,Dubois,marie-jo.dubois@hotmail.com,###INVALID###,,,Bobby Williams DDS,27-09-2024,ACCT004166,APAC-Southeast,Direct
CUST04167,Wei,,,,"Scott, Wilson and Owens 株式会社",,Sheila Howe,06-Nov-21,,EMEA-South,Online
CUST04168,,Nilsson,,,Owen-Collins ™,Converted,,29-Dec-21,ACCT004168,EMEA-North,Direct
CUST04169,,Li,chun.li@hotmail.com,,N-A,,Martin Mckay,2021 June 17,ACCT004169,Canada-West,
CUST04170,Emma,,,N-A,,###INVALID###,,,ACCT004170,MEA-Gulf,
CUST04171,Satoshi,Yamamoto,,,Branch-Whitney & Co.,Lost,Martin Mckay,,,APAC-Southeast,Direct
CUST04172,,,###INVALID###,,Hebert PLC & Co.,Converted,Tammy Hudson,,ACCT004172,,Partner
CUST04173,James,Smith,,,Chavez-Benjamin & Co.,,,04-05-2022,ACCT004173,,
CUST04174,,Nilsson,emma.nilsson@example.com,###INVALID###,Ferrell-Alvarado 技术有限公司,New,,,ACCT004174,US-West,Partner
CUST04175,,Lopez,ana.lopez@hotmail.com,-,Cochran PLC & Co.,Contacted,John Smith,26-Sep-20,ACCT004175,APAC-North,Direct
CUST04176,Emma,Nilsson,,-1825,"Barber, Jimenez and Mayer 有限会社",,,,,US-East,Partner
CUST04177,###INVALID###,,NULL,+1-635-183-8957x3484,Friedman Ltd 技术有限公司,Contacted,,30-05-2021,ACCT004177,,
CUST04178,###INVALID###,Doe,john@,,Fox-Walker Corp.,,Zachary Hamilton,,ACCT004178,LATAM-Andean,Direct
CUST04179,Chun,Li,chun.li@gmail.com,N-A,Robinson-Garcia & Co.,Qualified,###INVALID###,08-02-2023,ACCT004179,LATAM-Brazil,Online
CUST04180,,Nilsson,,,"Thomas, Harrison and Smith 株式会社",New,,09-11-2020,,MEA-Gulf,Direct
CUST04181,,,,,Whitehead-Porter Corp.,Qualified,,18-Aug-20,ACCT004181,,Partner
CUST04182,,Zhang,wei@domain.fake,,,Lost,Zachary Hamilton,,ACCT004182,APAC-North,
CUST04183,,###INVALID###,,-,,New,,2021 October 18,ACCT004183,US-East,
CUST04184,,,,-,Harris-Kirby Corp.,Contacted,Dr. Joseph Nguyen,02-02-2023,ACCT004184,Global-Strategic,###INVALID###
CUST04185,Chun,,,,,Lost,Bobby Williams DDS,NULL,ACCT004185,,Direct
CUST04186,,,,,"Romero, Davis and Mcdonald & Co.",Converted,Sandy Elliott,,ACCT004186,APAC-North,
CUST04187,,Hansen,lars.hansen@example.com,,"Wood, Fernandez and Brewer 有限会社",,,###INVALID###,ACCT004187,LATAM-Brazil,Partner
CUST04188,,Dubois,marie-jo.dubois@gmail.com,-,,,###INVALID###,14-11-2024,ACCT004188,,Partner
CUST04189,James,Smith,james@domain.fake,,Jones-Ford 技术有限公司,,Bobby Williams DDS,04-10-2021,ACCT004189,Global-Strategic,Partner
CUST04190,Marie-Jo,Dubois,marie-jo_dubois@yahoo.com,,"Liu, Rhodes and Wood Corp.",New,Jennifer Richardson,,ACCT004190,,
CUST04191,,,,,,Contacted,Sharon Young,,ACCT004191,LATAM-Brazil,Partner
CUST04192,,###INVALID###,,N-A,"Soto, Lam and Lee 技术有限公司",Converted,,,###INVALID###,US-East,Direct
CUST04193,,Lopez,a.lopez@gmail.com,-,"Murphy, Gibson and Gonzalez ™",Lost,###INVALID###,31-10-2020,ACCT004193,US-East,Direct
CUST04194,,,,,,,Vanessa Cunningham,"October 17, 2022",ACCT004194,,Direct
CUST04195,,,john.doe@hotmail.com,,N-A,,Tammy Hudson,2023 October 01,ACCT004195,,
CUST04196,Wei,Zhang,wei.zhang@example.com,,Payne Inc & Co.,,Sandy Elliott,09-09-2021,,Canada-West,Online
CUST04197,,,emma.nilsson@hotmail.com,,,Lost,John Smith,,ACCT004197,EMEA-North,Direct
CUST04198,,,,###INVALID###,Weber PLC 株式会社,,,,,US-East,###INVALID###
CUST04199,Ana,Lopez,ana.lopez@example.com,N-A,"May, Warren and Mosley & Co.",Qualified,Bobby Williams DDS,28-02-2023,ACCT004199,LATAM-Andean,
CUST04200,,Yamamoto,satoshi.yamamoto@hotmail.com,no phone,May-Gonzalez ™,,,29-Jun-21,,US-Midwest,###INVALID###
CUST04201,,,emma@,,,,Phillip Webb,26-01-2023,NULL,LATAM-Andean,Online
CUST04202,Lars,Hansen,,,"Copeland, Dyer and Cooper & Co.",,,11-12-2023,,Canada-West,
CUST04203,,Lopez,,(139)069-1266x71733,"Anderson, Travis and Wilson ™",Contacted,,,ACCT004203,,Partner
CUST04204,,Lopez,ana#lopez.com,,"Jones, Crawford and Horn Corp.",Contacted,Alexis Hayes,30-05-2020,ACCT004204,,Partner
CUST04205,Ana,,ana.lopez@gmail.com,N-A,Hensley-Frank 有限会社,Lost,,19-10-2023,ACCT004205,,Direct
CUST04206,John,,,,Curry PLC 有限会社,Qualified,###INVALID###,13-Nov-22,ACCT004206,N-A,NULL
CUST04207,,,,,Smith-Smith 有限会社,Lost,Tammy Hudson,14-04-2024,ACCT004207,,
