CustomerID,Product,Quantity,PurchaseDate,UnitPrice,Account Number,Billing Address,Shipping Address,Country / Region,Postal Code / ZIP,State / Province,City,Payment Terms,Credit Limit,Tax ID / VAT Number,Currency,Bank Account Details,Preferred Payment Method
CUST06163,Laptop,,10-09-2023,,ACCT006163,63915 James Mills,78185 David Route Suite 536,Cambodia,,,North Felicia,,20446.0,fy4384766,USD,AZMS75517087507758,
CUST06164,Laptop,7.0,11-11-2024,1027.02,ACCT006164,N-A,,Sweden,5417.0,VA,West Thomasfurt,,34396.0,fy4738537,###INVALID###,KYHP06141258194041,Credit Card
CUST06165,,1.0,2020 December 30,521.49,,085 Emma Shores,607 Misty Neck Suite 363,Fiji,49274.0,NE,,Net 60,37856.0,###INVALID###,USD,FGNJ82024677818956,
CUST06166,,7.0,###INVALID###,,empty,156 Martin Estate,5648 Kathleen Well Suite 817,Equatorial Guinea,,IN,Joanton,,,,EUR,CYBL46805700325056,Credit Card
CUST06167,Laptop,,01-05-2021,581.96,,929 Mitchell Ways Suite 488,48490 Thompson Station Suite 275,Botswana,###INVALID###,empty,Jameschester,Net 30,,empty,USD,,###INVALID###
CUST06168,Tablet,1.0,2025/05/12,,ACCT006168,38508 Timothy Tunnel Apt. 736,937 Hall Extension,Canada,###INVALID###,MA,New Carol,Net 60,44535.0,rO0101915,USD,OIPG55981011242384,Bank Transfer
CUST06169,Printer,8.0,"July 22, 2024",1435.49,ACCT006169,,765 Carter Plains Suite 910,Belarus,,UT,,,82584.0,aV8058400,USD,XSZL36347236930366,Bank Transfer
CUST06170,Mouse,,,1236.43,,682 Lisa Haven,959 Gerald Common,Uzbekistan,,CT,,Net 60,,mS2465617,,###INVALID###,Bank Transfer
CUST06171,Monitor,10.0,2023-01-15,,,052 Green Knoll,,Rwanda,72519.0,MO,Port Eric,,,MA2524791,USD,JSGN60076549374584,
CUST06172,Printer,3.0,02 June 2022,1331.65,ACCT006172,4027 Murphy Ville Apt. 003,482 Brittany Ways Apt. 589,Djibouti,,UT,Brandiview,,89640.0,wW5289753,,ZBMX74739563430501,
CUST06173,Tablet,2.0,2022 October 17,1240.31,,556 Grace Heights,82449 Tucker Stream Suite 466,,,,###INVALID###,,34218.0,,,###INVALID###,PayPal
CUST06174,Mouse,6.0,"April 01, 2025",,ACCT006174,,,Guernsey,19280.0,,Lake Albert,,15798.0,,EUR,WHSS20108801532915,PayPal
CUST06175,Laptop,2.0,30/11/2023,,###INVALID###,33967 Wilson Crossing Suite 201,8434 Martin Flats Apt. 998,,90512.0,KY,Frenchstad,Due on Receipt,,Un7486001,EUR,JEDQ25305651958781,Credit Card
CUST06176,,4.0,01 November 2022,,ACCT006176,95460 Michael Mission,###INVALID###,Puerto Rico,40002.0,empty,,Due on Receipt,###INVALID###,qq5105107,,,Credit Card
CUST06177,Mouse,3.0,14 April 2022,844.95,,5554 Crawford Field Suite 126,7340 Garrett Island Suite 005,Chile,55368.0,,Joelville,Net 60,,,EUR,KMTG82259659438264,Credit Card
CUST06178,Mouse,8.0,###INVALID###,459.31,ACCT006178,868 Nicholas Well,,Estonia,25893.0,IL,,Due on Receipt,79384.0,,EUR,,Credit Card
CUST06179,Mouse,10.0,28-06-2021,800.82,###INVALID###,300 Matthew Junction,8391 Kim Loaf,,,,Velazquezberg,Net 30,,Dp1009710,EUR,EEFF30655270168203,Credit Card
CUST06180,Phone,5.0,2023/03/26,###INVALID###,,###INVALID###,,Belize,,IL,,Net 60,39147.0,lb1508318,,,
CUST06181,Tablet,###INVALID###,03 October 2021,569.65,ACCT006181,3619 Lopez Court,120 Woodard Harbors,Hungary,,WY,Kevinfort,Net 30,16208.0,gV7948098,INR,XRAF39521487656122,Bank Transfer
CUST06182,,7.0,2021/09/14,,,532 Jason Park Apt. 897,917 Glenn Mews,Somalia,,,North Shelly,,,DK7637850,USD,,
CUST06183,Tablet,5.0,,1414.3,,4151 Eileen Spur,,###INVALID###,,,Jeremytown,,34032.0,###INVALID###,EUR,WWFX23737730818631,Bank Transfer
CUST06184,###INVALID###,,27 September 2021,76.03,ACCT006184,,,Wallis and Futuna,85805.0,,,Net 30,22929.0,ht6798286,,,
CUST06185,,,2023-01-14,584.98,ACCT006185,772 Payne Causeway Apt. 633,401 Madison Union Apt. 108,,9546.0,DC,,Net 60,94357.0,Wu7660734,empty,QDAB36084125590956,###INVALID###
CUST06186,Phone,,"January 03, 2022",538.01,ACCT006186,929 Avila Wells,60695 Cassandra Route,French Polynesia,,,New James,Net 30,56406.0,ei6833454,USD,###INVALID###,
CUST06187,Printer,6.0,12-06-2021,661.26,ACCT006187,98111 Hernandez Crest,383 Boyd Centers,Saint Martin,,ID,,Net 60,80619.0,xZ1083512,EUR,PDXU28317695992516,N-A
CUST06188,Printer,,,920.47,ACCT006188,,1192 Natasha Extensions Suite 784,,4409.0,,Rodriguezfort,,85880.0,qK8091864,GBP,,
CUST06189,Mouse,4.0,,697.22,ACCT006189,5659 Douglas Freeway,1305 Watkins Harbors Suite 367,Chad,,,,Due on Receipt,77926.0,rs0689592,GBP,NMFH42901450334929,
CUST06190,,1.0,###INVALID###,415.17,ACCT006190,0820 Lewis Greens Suite 013,6369 Johnson Drive,Israel,,LA,Port Michael,Due on Receipt,60811.0,TZ1105406,EUR,,
CUST06191,###INVALID###,empty,23 January 2021,135.38,,95364 James Knolls,65795 Karen Squares,Norway,80430.0,SC,Cainberg,Due on Receipt,54936.0,dK5616036,,FRVI65183667255646,
CUST06192,Printer,4.0,15 July 2024,740.31,###INVALID###,720 Martin Radial Suite 955,8649 Sanders Vista Suite 930,,54713.0,,,Net 30,81960.0,,INR,VSEM72243506325320,Credit Card
CUST06193,Keyboard,5.0,04/07/2020,###INVALID###,ACCT006193,,,Romania,65426.0,SD,New Mary,,95095.0,AX0456062,EUR,BNGO29873462338634,Bank Transfer
CUST06194,Printer,10.0,23/10/2023,717.02,,364 Diana Station Suite 629,165 Thomas Fall Suite 220,Saint Vincent and the Grenadines,15621.0,RI,,Net 60,59594.0,TJ3742797,,QALZ95724501523147,
CUST06195,Monitor,10.0,2023 July 28,1084.13,ACCT006195,85689 Evans Mount,591 Carly Hill Suite 229,Congo,,WY,Danielleview,Due on Receipt,,kk8669033,,,Bank Transfer
CUST06196,Printer,4.0,19 June 2023,244.35,ACCT006196,370 Peters Fort,,###INVALID###,37475.0,NY,###INVALID###,Net 30,54534.0,###INVALID###,GBP,NUYR53692730365069,
CUST06197,Monitor,7.0,2020/05/26,1489.84,###INVALID###,71337 Miller Estate Apt. 192,6984 Mcmahon Camp Suite 459,,51490.0,,,,,VX8312940,GBP,OKZN27084743751131,Bank Transfer
CUST06198,,5.0,,,ACCT006198,96748 Johnson Stravenue Suite 205,26807 Sharon Road,###INVALID###,,WA,Mckenzieland,Due on Receipt,38532.0,Eq6061281,,FNEN06225415250443,
CUST06199,Tablet,4.0,28 July 2023,1317.33,ACCT006199,137 Elizabeth Gardens,31327 Joseph Way,Bahrain,40720.0,###INVALID###,Smithtown,Net 60,92455.0,,INR,EHZZ96699542751546,Bank Transfer
CUST06200,Laptop,,"October 17, 2024",65.96,,02342 Jared Rue Suite 607,,Rwanda,28240.0,KY,North Andrewfurt,###INVALID###,96450.0,Sy0052658,,,Bank Transfer
CUST06201,Tablet,4.0,N-A,,ACCT006201,2241 John Dam Suite 255,4823 Michele Turnpike Apt. 951,Saint Lucia,34615.0,,Castilloport,Net 30,74825.0,,GBP,,PayPal
CUST06202,,2.0,2025 January 31,1214.46,,,78610 Dudley Fords Suite 170,Kazakhstan,84064.0,,,Due on Receipt,,bo1545268,INR,,Bank Transfer
CUST06203,Keyboard,,17 September 2024,231.73,ACCT006203,049 Nancy Parks,2474 Kayla Streets Suite 224,Switzerland,70006.0,,,Net 30,,GH2119187,,XBWC99767059539338,Bank Transfer
CUST06204,Tablet,,2025/04/16,935.7,ACCT006204,26496 Vanessa Views Apt. 741,3715 Frazier Terrace Apt. 467,Georgia,23242.0,LA,Johnsonside,Net 30,59055.0,,###INVALID###,,
CUST06205,Printer,6.0,20-04-2023,###INVALID###,ACCT006205,8165 Sarah Street Apt. 563,###INVALID###,Korea,,,Adrianside,Due on Receipt,80779.0,###INVALID###,INR,,Bank Transfer
CUST06206,,,30 January 2025,,empty,29666 Rachel Curve,57234 Garcia Route Suite 990,,,,,Net 60,80425.0,TJ2437115,,,Credit Card
CUST06207,###INVALID###,,17-01-2022,929.32,ACCT006207,N-A,40139 Ramsey Summit Apt. 273,,61856.0,###INVALID###,Eddiechester,Due on Receipt,36501.0,,GBP,CYGQ99589884489963,###INVALID###
CUST06208,Mouse,5.0,2023/10/24,303.64,ACCT006208,3153 Nicole Dale,###INVALID###,,,FL,,,78020.0,wd2795728,USD,QSEN30368852596160,
CUST06209,Monitor,8.0,2021 June 25,,ACCT006209,,537 Pineda Highway Suite 725,###INVALID###,98093.0,,,Net 60,,ZB3224308,EUR,SMMV91727315106818,
CUST06210,Phone,2.0,09 January 2023,718.38,ACCT006210,421 Hudson Manor,3381 Davidson Rue Suite 443,Hong Kong,94397.0,empty,Port Juanmouth,Due on Receipt,47560.0,,EUR,ACLM18207945733915,Bank Transfer
CUST06211,Keyboard,5.0,2023-08-06,928.38,,509 Schmidt Lodge Suite 800,19367 Logan Courts Suite 254,Russian Federation,66780.0,TX,New Stephanieton,,73117.0,eQ4570033,,UTBX35655636617694,Bank Transfer
CUST06212,Phone,###INVALID###,,1450.31,ACCT006212,1930 Day Lake,,Belarus,,NH,East Cameron,,90291.0,sv2991457,,XZVD34926660718584,PayPal
CUST06213,,,,630.66,,1706 Donna Inlet,014 Blevins Fords Suite 332,Tanzania,13640.0,NV,,,20979.0,###INVALID###,GBP,GUWE13865909223120,Bank Transfer
CUST06214,,,2024-01-23,477.08,ACCT006214,7139 Tonya Pines,75441 Janice Forks,Costa Rica,,,,,,xj8047114,GBP,TNGG30226275146586,Bank Transfer
CUST06215,,6.0,,303.55,ACCT006215,92418 Andrew Burgs,###INVALID###,Bosnia and Herzegovina,41756.0,WY,West Lindseyton,,23952.0,,EUR,,Bank Transfer
CUST06216,,,,613.96,,89654 Meyers Walks,61761 Thomas Track,Sri Lanka,16644.0,,North Edwardport,Net 60,98706.0,,,,Bank Transfer
CUST06217,,7.0,2023 October 04,,ACCT006217,9232 Henry Brook Apt. 458,4305 Webb Freeway Apt. 140,Palestinian Territory,60866.0,,Danielbury,,,,USD,###INVALID###,Bank Transfer
CUST06218,N-A,7.0,2023 July 05,802.97,,,182 Andrew Curve Apt. 394,Greece,21581.0,,Port Michael,Due on Receipt,38998.0,,INR,TNBQ93992346216522,PayPal
CUST06219,Mouse,7.0,,###INVALID###,ACCT006219,9910 Mclean Locks,2890 Marshall Viaduct Apt. 364,Sweden,4257.0,VT,,Net 30,,PJ0744234,,WDSR07769701182194,
CUST06220,Keyboard,###INVALID###,2025/04/14,,ACCT006220,,88257 Sanchez Hill,###INVALID###,44971.0,OK,Nicoletown,Due on Receipt,67914.0,NG5463147,GBP,AFGD61606398914752,
CUST06221,Phone,10.0,18 June 2023,371.99,,55849 Townsend Crossing Suite 355,716 Christopher Lodge,,,,Jimmyport,Net 60,,###INVALID###,,CDAH37806294474330,Bank Transfer
CUST06222,,,,,ACCT006222,6290 Tina Field Suite 833,9513 Trujillo Ranch Suite 672,Guadeloupe,57742.0,NE,Coxville,Net 30,59960.0,yv5040354,###INVALID###,OWIN71949880501188,Credit Card
CUST06223,,6.0,,971.94,,064 Brenda Estate Apt. 584,675 Robert Pines,Saint Pierre and Miquelon,24227.0,,East Alyssa,Net 30,92420.0,GD7805462,USD,TRSG61429382640635,
CUST06224,Phone,###INVALID###,,1248.22,ACCT006224,8638 Nichols Inlet Suite 152,5820 James Fork,Belize,95766.0,,,Net 60,41912.0,,USD,TVCG24184015905790,
CUST06225,Mouse,8.0,,599.29,,82155 Gonzalez Mission,,Tokelau,,empty,Connershire,,95861.0,gX6957071,,UDFA88634284702683,###INVALID###
CUST06226,,2.0,2024/08/14,565.37,ACCT006226,207 Douglas Ridges,,Rwanda,54925.0,,Masonhaven,Net 60,,PA6378080,USD,,PayPal
CUST06227,,10.0,,330.58,ACCT006227,16235 John Ferry Apt. 373,###INVALID###,,50460.0,MS,,,39254.0,Rj9906118,EUR,,
CUST06228,,2.0,24 September 2024,1442.92,,30037 Caitlin Inlet Apt. 954,03086 Erica Springs,Thailand,95266.0,,,Due on Receipt,,rv0488989,INR,ICUR67081813269386,
CUST06229,###INVALID###,empty,###INVALID###,,ACCT006229,###INVALID###,012 Valerie Land,,,CO,Jenniferside,Due on Receipt,92983.0,,USD,FRFV74712434479162,Bank Transfer
CUST06230,Phone,1.0,2021/10/31,1186.62,ACCT006230,###INVALID###,,Azerbaijan,,,North William,,10272.0,,INR,FGJZ81235486661035,Bank Transfer
CUST06231,,,"April 13, 2025",250.28,###INVALID###,060 Victoria Union Apt. 497,4793 Melissa Plains,Sudan,87250.0,empty,Sharonchester,Net 30,80224.0,jv1767911,,,Bank Transfer
CUST06232,Mouse,3.0,,243.77,ACCT006232,85657 Jackson Track Apt. 778,,Togo,57085.0,WV,Lake Amy,,,,GBP,MVXW26852253964917,
CUST06233,Keyboard,,24 July 2023,229.57,ACCT006233,27702 Fleming Dale Apt. 854,5668 John Court Suite 416,Svalbard & Jan Mayen Islands,82464.0,KS,,Net 60,31631.0,Dc1084820,EUR,IZRW21404001005037,Bank Transfer
CUST06234,Laptop,,15 May 2025,,,434 Stephanie Glens,98887 James Mountains Suite 653,Kuwait,,###INVALID###,###INVALID###,,,,GBP,MZHL42718707459555,
CUST06235,,1.0,28/09/2023,454.53,ACCT006235,828 Kathleen Squares Suite 214,3495 Brittany Crescent,Saint Kitts and Nevis,11019.0,OR,Matthewstad,Net 30,77566.0,,INR,WPZM35101810356759,Credit Card
CUST06236,Phone,3.0,2020 December 25,244.02,ACCT006236,,28019 Douglas Well Suite 565,,11742.0,,South Veronicastad,Net 60,41579.0,,USD,PEBP04507272177975,
CUST06237,Phone,5.0,,685.81,ACCT006237,0029 Stacey Loop Apt. 904,42199 Danielle Union,Ethiopia,50291.0,DC,,,19013.0,,EUR,,PayPal
CUST06238,Keyboard,1.0,"May 13, 2022",,ACCT006238,8035 Chad Pine Apt. 363,285 Green Squares,Anguilla,11191.0,MA,,Due on Receipt,37808.0,,EUR,MPAY25655138297635,
CUST06239,,###INVALID###,04-07-2020,,ACCT006239,,,Reunion,62922.0,VT,,Due on Receipt,,cK1722761,GBP,BCQM67335824318025,Bank Transfer
CUST06240,Tablet,7.0,,,ACCT006240,,55631 Madeline Field,###INVALID###,92603.0,MS,,Due on Receipt,88603.0,,###INVALID###,FSSV74328642839285,Credit Card
CUST06241,Keyboard,6.0,N-A,1281.63,ACCT006241,955 Daniel Creek,,Sudan,13803.0,CO,,Due on Receipt,###INVALID###,,,EONS76227314647413,Bank Transfer
CUST06242,,3.0,,###INVALID###,ACCT006242,00178 Trujillo Keys,129 David Pines Suite 030,Cameroon,49873.0,AR,Monicafurt,Net 30,20973.0,qW4251528,,UFUW73768757945924,Credit Card
CUST06243,Tablet,,2024-02-17,###INVALID###,ACCT006243,3885 Sara Walk,,,49887.0,KS,Jamesberg,Net 60,80166.0,Yb1584911,GBP,FMYT37133728952354,Bank Transfer
CUST06244,Phone,7.0,2020 September 19,264.0,ACCT006244,N-A,32134 Nguyen Station,Fiji,,KY,Ericksonside,Due on Receipt,30807.0,Sw8679695,,EFMU85520337761903,Bank Transfer
CUST06245,Phone,7.0,2022-05-12,486.9,ACCT006245,5166 Ricardo Bypass,0880 Bryant Terrace,,87793.0,,###INVALID###,Net 30,###INVALID###,Fc7469658,USD,EDSH74586526399924,Bank Transfer
CUST06246,,,,,ACCT006246,9930 Sarah Road Apt. 320,2182 Kelley Neck,,,FL,,,,Hn1438024,INR,WYGO19288110864843,Credit Card
CUST06247,Phone,,16 September 2023,1139.04,,51947 Jackson Heights Suite 669,75823 Peggy Passage Apt. 759,Slovenia,99194.0,,North Marthaburgh,,36453.0,NS0948617,USD,ECWA69867349417673,
CUST06248,Laptop,2.0,,482.37,ACCT006248,31475 Susan Trail,846 Velez Skyway Suite 175,,65970.0,IL,West Mitchellfurt,,86229.0,HR8418298,,HDMB78984557989093,
CUST06249,,3.0,21/04/2023,,,4559 Jordan Views,150 Patrick Roads Apt. 391,Aruba,,,,Due on Receipt,90777.0,,EUR,AURQ45712751235029,PayPal
CUST06250,Monitor,1.0,28 January 2023,,ACCT006250,,###INVALID###,Saint Barthelemy,46118.0,VA,,Due on Receipt,95871.0,oh7770258,USD,,Credit Card
CUST06251,Keyboard,4.0,,N-A,,0974 Tommy Ways,,Slovakia (Slovak Republic),73268.0,OK,,Net 60,88408.0,,INR,,
CUST06252,Tablet,,###INVALID###,,,286 Raymond Court,,,,,Kimfurt,Net 60,68601.0,Ma5721359,GBP,OFFP40117711563955,Credit Card
CUST06253,Laptop,,,1301.78,ACCT006253,,053 Travis Stream,###INVALID###,76501.0,MO,Lake Johnhaven,,30024.0,Kl2449079,,###INVALID###,PayPal
CUST06254,,8.0,,,ACCT006254,71128 Boyd Hollow,8465 Brittany Court Apt. 280,Slovakia (Slovak Republic),93783.0,MO,Lopezmouth,,###INVALID###,,GBP,YFIL32048773803404,
CUST06255,Tablet,4.0,27-08-2022,,ACCT006255,19663 Stevens Spurs Apt. 676,458 Matthew Groves Apt. 335,Bolivia,46764.0,,,Net 30,74925.0,,,WDXZ53704602563575,Bank Transfer
CUST06256,,1.0,2021/08/28,601.97,ACCT006256,01429 Martinez Forge Suite 171,,Indonesia,,,Wangmouth,Net 60,,,INR,ILCZ96396438264550,
CUST06257,,3.0,2025-05-05,,ACCT006257,,,Timor-Leste,44189.0,TN,,Due on Receipt,31566.0,###INVALID###,EUR,DBBG65293913508879,Bank Transfer
CUST06258,Monitor,1.0,2023 December 30,,ACCT006258,34955 Monique Walks,,###INVALID###,,KS,,Due on Receipt,90687.0,,INR,,Bank Transfer
CUST06259,Laptop,###INVALID###,11 March 2025,1125.09,ACCT006259,6790 Donald Freeway Suite 562,34743 Kaitlin Fall Suite 517,Solomon Islands,26567.0,NC,,Net 30,###INVALID###,,GBP,CXWI06346130604577,N-A
CUST06260,Printer,,2020 October 22,1242.87,,921 Matthew Tunnel Apt. 604,83903 Brown Land Suite 958,Saint Vincent and the Grenadines,7528.0,DE,,Net 60,,qB7663672,GBP,IYMJ59176791999418,Credit Card
CUST06261,,5.0,03/02/2022,527.23,empty,585 Sheila Field,,American Samoa,7011.0,LA,,,,XD5115846,###INVALID###,LISH30252927977078,PayPal
CUST06262,Monitor,4.0,,1189.64,ACCT006262,35754 Lewis Drives Apt. 342,42729 Lisa Villages,Austria,5415.0,OK,East Brittneyhaven,Due on Receipt,61700.0,lk4169255,EUR,JZFS85878105035248,PayPal
CUST06263,,6.0,30 January 2024,662.63,,4865 Brown Union,,Lebanon,64345.0,,South Pamela,Net 60,,hQ1810113,USD,YMXZ55441249474084,PayPal
CUST06264,###INVALID###,,,,,,844 Ian Falls Apt. 708,Guyana,85100.0,,Hayesview,Net 30,84169.0,fu5257481,GBP,KDLZ14520837178169,PayPal
CUST06265,,5.0,"December 26, 2024",509.55,ACCT006265,205 Benson Flat Suite 410,97956 Hannah Heights Suite 319,Guatemala,82041.0,OR,,Net 60,,,###INVALID###,,PayPal
CUST06266,,4.0,26 January 2025,N-A,ACCT006266,686 Price Extensions,,Macao,71533.0,,East Erin,Due on Receipt,,pN5251899,###INVALID###,,
CUST06267,,7.0,###INVALID###,,ACCT006267,79701 Jose Mill Apt. 184,,Ethiopia,91614.0,,Andrewfurt,N-A,65579.0,Gh9987962,GBP,ZBBG32248184410669,Bank Transfer
CUST06268,Phone,10.0,2023 September 20,817.26,ACCT006268,81505 Juarez Burg,8136 Lisa Mountains Suite 270,British Virgin Islands,45356.0,,North Frank,,52538.0,,EUR,NVGF59462325818386,###INVALID###
CUST06269,,,"June 09, 2020",889.69,ACCT006269,,2252 Jackson Run,,9562.0,,South Jennifershire,Net 60,73507.0,AW0987044,GBP,MQLQ01156635458596,
CUST06270,Monitor,3.0,,982.3,ACCT006270,9464 Flynn Ports,,Algeria,45884.0,WY,,Due on Receipt,,RH4626974,,OMWN36503311234857,
CUST06271,,7.0,20 February 2022,149.39,ACCT006271,8993 Smith Circles,21044 Henry Landing Suite 628,Switzerland,13494.0,MD,East Valerie,Net 30,,,,,Credit Card
CUST06272,Printer,2.0,,913.33,,8022 Palmer Junctions,436 Lucas Port,,62959.0,,,Due on Receipt,26328.0,uO7981370,USD,,Bank Transfer
CUST06273,Mouse,7.0,,427.22,ACCT006273,84927 Ramirez Stream,96907 Amanda Islands,,29793.0,TX,###INVALID###,Due on Receipt,49157.0,empty,EUR,MOYI79047889012509,Credit Card
CUST06274,Printer,2.0,,,ACCT006274,69455 Cynthia Junctions Apt. 785,,,32996.0,KS,Matthewburgh,Net 60,,QF7637786,,JPCQ46615917087382,Bank Transfer
CUST06275,Phone,6.0,12-05-2023,483.67,,4182 Johnson Mews,5054 Joyce Ramp,,13910.0,AR,North Laurenmouth,Net 60,48964.0,nw1409611,,###INVALID###,Credit Card
CUST06276,Printer,,26/06/2020,455.94,,7062 Brandy Viaduct Suite 686,7750 Jeffery Turnpike Apt. 659,Norway,,ME,South Dawn,Net 30,,,,,
CUST06277,Mouse,10.0,2021-06-29,1165.44,ACCT006277,5305 William Mountain Apt. 678,384 Crystal Groves,Uzbekistan,,,Barrettberg,Net 30,,xK6492057,GBP,OUAR73408439219292,
CUST06278,Tablet,4.0,,461.23,,,7227 Cheryl Row Apt. 443,,22744.0,MO,,Due on Receipt,74487.0,nl3413842,,GUZT25196325550426,###INVALID###
CUST06279,,,2024 November 26,585.33,ACCT006279,0578 Richardson Knoll,,###INVALID###,,ID,,,61866.0,,,KIOL96362474639485,
CUST06280,Tablet,3.0,,691.59,ACCT006280,1048 Davis Islands Suite 984,,Bahrain,89588.0,,East David,Due on Receipt,12090.0,xm3141481,USD,XBEC63646900807294,PayPal
CUST06281,###INVALID###,,2022 May 01,611.19,,07917 Brandi Stravenue,511 Parker Oval Suite 189,Suriname,,UT,Crystalside,###INVALID###,,###INVALID###,,HXZL69632448892858,
CUST06282,,5.0,2024/12/01,,ACCT006282,,6991 Beard Freeway Suite 964,N-A,69048.0,WY,Mendezfort,Net 30,,,INR,,Bank Transfer
CUST06283,Keyboard,6.0,12-07-2023,1372.52,empty,,6150 Daniel Knolls,Cook Islands,38695.0,ND,Blackmouth,Net 30,47748.0,iu0773224,USD,,Credit Card
CUST06284,Tablet,2.0,2024 October 28,449.17,ACCT006284,611 Daniels Street,1786 Tamara Villages Apt. 731,,###INVALID###,,Pattyton,Net 30,52453.0,By9821097,INR,,Bank Transfer
CUST06285,Mouse,8.0,2024-05-28,1073.36,ACCT006285,,72176 Ralph Burg,Saint Vincent and the Grenadines,89136.0,UT,Lake Sarah,,72941.0,vg1422522,EUR,AEYO40742303218592,Bank Transfer
CUST06286,Keyboard,9.0,05 July 2021,886.49,,,6745 Sierra Loop Apt. 219,Zimbabwe,,VA,Curtischester,Due on Receipt,85541.0,,,,Credit Card
CUST06287,Laptop,5.0,08 May 2024,73.62,ACCT006287,1903 Anthony Prairie,539 Patricia Parks Apt. 374,Peru,23903.0,empty,,Net 60,45843.0,###INVALID###,,GJJH13823216174692,Credit Card
CUST06288,Keyboard,9.0,09-11-2021,172.98,,752 Smith Square,3208 Amber Inlet Apt. 538,Oman,94454.0,AK,North Amanda,Net 30,51676.0,,empty,JPQE60165769213949,
CUST06289,Printer,10.0,,569.36,###INVALID###,N-A,227 Shields Dale,United States Minor Outlying Islands,92947.0,,North Dawnchester,Due on Receipt,67390.0,###INVALID###,,LDFQ33877361757980,
CUST06290,Printer,2.0,###INVALID###,802.45,,750 Macias Mews,92779 Jenkins Plain Suite 646,Maldives,###INVALID###,,,Due on Receipt,33414.0,###INVALID###,,,
CUST06291,Tablet,,"March 31, 2023",293.21,,30227 Christopher Neck Apt. 593,,,72990.0,,,Net 30,,,EUR,###INVALID###,Credit Card
CUST06292,Phone,8.0,2021 May 30,349.01,ACCT006292,,,Georgia,,,Clarkeborough,Net 30,43501.0,,GBP,NGKI24406107247792,Bank Transfer
CUST06293,Monitor,7.0,2022 August 07,1231.22,,,###INVALID###,Zimbabwe,,,East Lancefort,Net 60,,Wc8058609,,,###INVALID###
CUST06294,Keyboard,,,910.86,ACCT006294,637 Juan Mountain,75768 Catherine Springs Apt. 741,Samoa,,CA,Goldenborough,Due on Receipt,27023.0,Dp6708835,,,
CUST06295,Tablet,empty,24/05/2023,973.72,ACCT006295,35287 Jasmine Throughway,737 Melissa Views,Bosnia and Herzegovina,,MS,East Kevinfurt,,###INVALID###,yR6463128,EUR,LQAI40625035573808,PayPal
CUST06296,Phone,###INVALID###,31 May 2022,52.24,,9533 Diaz Camp,661 James Lights Suite 904,Haiti,,OH,,,28441.0,,,WNNK13347853566131,N-A
CUST06297,Printer,###INVALID###,"March 14, 2025",,###INVALID###,897 Hudson Glens,871 Neal Unions,Marshall Islands,77210.0,,Lindaburgh,Net 30,80811.0,wm7417169,,NGXB63195744774154,Bank Transfer
CUST06298,Laptop,8.0,,1277.3,,16181 David Square Suite 347,,###INVALID###,,AL,New Kimberlyton,Due on Receipt,48874.0,Ey3952079,GBP,,
CUST06299,,2.0,,,ACCT006299,,48173 John Shoals Suite 495,,###INVALID###,AK,South Ana,Due on Receipt,11857.0,mO1978232,###INVALID###,XVQT48176996229074,Credit Card
CUST06300,Tablet,,14 September 2024,1173.21,ACCT006300,9705 Barbara Cape,N-A,,,,###INVALID###,Net 60,16140.0,tE7424780,USD,KKZK98621480223770,Bank Transfer
CUST06301,N-A,9.0,,783.12,ACCT006301,N-A,,Reunion,14010.0,,Campbelltown,,10949.0,,INR,TNVW02117066402909,
CUST06302,Tablet,3.0,###INVALID###,958.96,ACCT006302,790 Zachary Rest Suite 879,,Liberia,36646.0,,,,,,USD,RBTK94937540445802,PayPal
CUST06303,,3.0,2022 November 14,161.56,,N-A,,,72122.0,OK,,Net 60,55103.0,,USD,KLAZ98282596167770,###INVALID###
CUST06304,Keyboard,,,120.22,,0594 Carl Radial,70262 Lopez Dale,Rwanda,,,North Stephanie,Net 60,80519.0,,GBP,BLLB64694280107471,
CUST06305,,,,382.2,ACCT006305,93939 Fleming Lodge,129 Garrett Loaf,Zambia,8949.0,UT,Jasonfort,Net 30,90581.0,CM7729007,INR,,Bank Transfer
CUST06306,###INVALID###,7.0,2022-10-03,325.57,ACCT006306,4297 Ward Summit Suite 438,541 Burton Union Apt. 865,United States Minor Outlying Islands,75882.0,empty,West Billy,,83776.0,empty,,,Bank Transfer
CUST06307,Printer,8.0,2022/05/13,1006.18,,71334 Johnson Centers Apt. 096,032 Joseph Passage,,45954.0,empty,Spencerbury,,51833.0,Pk4674964,EUR,###INVALID###,
CUST06308,Mouse,###INVALID###,19 November 2023,271.93,ACCT006308,,681 Daniel River,Solomon Islands,,AR,West Steventown,Net 30,21900.0,wR2913107,GBP,BNJL95915719750988,Bank Transfer
CUST06309,Keyboard,9.0,20 May 2021,,ACCT006309,###INVALID###,28352 Scott Greens,United Kingdom,,MA,Lake Michelleville,Net 60,66925.0,Ut1808166,,AWKB74603740627886,Bank Transfer
CUST06310,,,,306.7,ACCT006310,60372 Martinez Bypass Suite 399,4343 Manning Motorway,Madagascar,15312.0,,East Sarahburgh,,85406.0,,###INVALID###,IFIZ77155292968628,###INVALID###
CUST06311,Laptop,1.0,,,ACCT006311,911 Bell Glens,5289 Love Locks Apt. 516,,,OH,,Due on Receipt,62537.0,,EUR,RYIX04661063145752,Credit Card
